canonical_folder_or_path,schema,market,year,pair,approval_packet_decision,phase_or_script_likely_responsible,script_path,smallest_bounded_repair_scope,expected_canonical_output_path,validation_command,stop_condition,prerequisite_or_dependency,user_approval_required_before_execution,cleanup_gate_remains_blocked,evidence_source,evidence_detail
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,SR1,2025,SR1:2025,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,SR1 2025 only after canonical raw parquet exists,data/causally_gated_normalized/SR1/2025.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/SR1/2025.parquet exists, Phase 2 validation for SR1:2025 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/SR1/2025.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,SR1,2026,SR1:2026,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,SR1 2026 only after canonical raw parquet exists,data/causally_gated_normalized/SR1/2026.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/SR1/2026.parquet exists, Phase 2 validation for SR1:2026 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/SR1/2026.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2016,TN:2016,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2016 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2016.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2016.parquet exists, Phase 2 validation for TN:2016 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2016.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2017,TN:2017,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2017 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2017.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2017.parquet exists, Phase 2 validation for TN:2017 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2017.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2018,TN:2018,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2018 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2018.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2018.parquet exists, Phase 2 validation for TN:2018 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2018.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2019,TN:2019,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2019 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2019.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2019.parquet exists, Phase 2 validation for TN:2019 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2019.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2020,TN:2020,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2020 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2020.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2020.parquet exists, Phase 2 validation for TN:2020 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2020.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2021,TN:2021,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2021 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2021.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2021.parquet exists, Phase 2 validation for TN:2021 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2021.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2022,TN:2022,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2022 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2022.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2022.parquet exists, Phase 2 validation for TN:2022 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2022.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2023,TN:2023,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2023 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2023.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2023.parquet exists, Phase 2 validation for TN:2023 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2023.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2024,TN:2024,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2024 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2024.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2024.parquet exists, Phase 2 validation for TN:2024 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2024.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2025,TN:2025,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2025 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2025.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2025.parquet exists, Phase 2 validation for TN:2025 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2025.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,TN,2026,TN:2026,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,TN 2026 only after canonical raw parquet exists,data/causally_gated_normalized/TN/2026.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/TN/2026.parquet exists, Phase 2 validation for TN:2026 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/TN/2026.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2011,ZL:2011,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2011 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2011.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2011.parquet exists, Phase 2 validation for ZL:2011 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2011.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2012,ZL:2012,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2012 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2012.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2012.parquet exists, Phase 2 validation for ZL:2012 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2012.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2013,ZL:2013,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2013 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2013.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2013.parquet exists, Phase 2 validation for ZL:2013 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2013.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2014,ZL:2014,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2014 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2014.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2014.parquet exists, Phase 2 validation for ZL:2014 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2014.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2015,ZL:2015,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2015 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2015.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2015.parquet exists, Phase 2 validation for ZL:2015 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2015.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2016,ZL:2016,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2016 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2016.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2016.parquet exists, Phase 2 validation for ZL:2016 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2016.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2017,ZL:2017,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2017 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2017.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2017.parquet exists, Phase 2 validation for ZL:2017 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2017.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2018,ZL:2018,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2018 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2018.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2018.parquet exists, Phase 2 validation for ZL:2018 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2018.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2019,ZL:2019,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2019 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2019.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2019.parquet exists, Phase 2 validation for ZL:2019 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2019.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2020,ZL:2020,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2020 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2020.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2020.parquet exists, Phase 2 validation for ZL:2020 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2020.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2021,ZL:2021,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2021 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2021.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2021.parquet exists, Phase 2 validation for ZL:2021 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2021.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2022,ZL:2022,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2022 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2022.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2022.parquet exists, Phase 2 validation for ZL:2022 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2022.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2023,ZL:2023,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2023 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2023.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2023.parquet exists, Phase 2 validation for ZL:2023 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2023.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2024,ZL:2024,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2024 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2024.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2024.parquet exists, Phase 2 validation for ZL:2024 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2024.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2025,ZL:2025,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2025 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2025.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2025.parquet exists, Phase 2 validation for ZL:2025 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2025.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZL,2026,ZL:2026,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZL 2026 only after canonical raw parquet exists,data/causally_gated_normalized/ZL/2026.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZL/2026.parquet exists, Phase 2 validation for ZL:2026 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZL/2026.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2011,ZM:2011,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2011 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2011.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2011.parquet exists, Phase 2 validation for ZM:2011 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2011.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
