canonical_folder_or_path,schema,market,year,pair,approval_packet_decision,policy_problem,proposed_manifest_policy_patch_summary,alternative_decision,user_approval_required_before_manifest_edit,cleanup_gate_remains_blocked,evidence_source,evidence_detail
data/dbn/status,status,YM,2013,YM:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,YM,2014,YM:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZB,2010,ZB:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZB,2011,ZB:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZB,2012,ZB:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZC,2010,ZC:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZC,2014,ZC:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZF,2010,ZF:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZF,2011,ZF:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZF,2012,ZF:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZL,2012,ZL:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZL,2013,ZL:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZM,2011,ZM:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZM,2012,ZM:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZM,2013,ZM:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZM,2014,ZM:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZN,2010,ZN:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZN,2011,ZN:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZN,2012,ZN:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZS,2011,ZS:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZS,2013,ZS:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZT,2010,ZT:2010,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZT,2011,ZT:2011,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZT,2012,ZT:2012,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZT,2013,ZT:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZT,2014,ZT:2014,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/dbn/status,status,ZW,2013,ZW:2013,MANIFEST_FIX_RECOMMENDED,"configs/data_manifest.yaml requires complete status DBN coverage, while lineage says status is optional enrichment for Phase 1B and not required for the bounded Phase 1A/1B/1C/2 restart smoke.","With explicit approval, mark status missing pairs optional/deferred for cleanup-gate purposes, or add these status pairs to allowed_missing_pairs with a documented optional-enrichment rationale.",KEEP_MANIFEST_REQUIREMENT_AND_REPAIR if the user wants full status coverage before cleanup evaluation.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
