canonical_folder_or_path,schema,phase,market,year,pair,issue_type,policy_status,previous_classification,final_decision,cleanup_decision,decision_rationale,evidence_source,evidence_detail,next_action_needed,cleanup_gate_remains_blocked
data/dbn/status,status,phase1A_optional_enrichment,KE,2013,KE:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,KE,2014,KE:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,LE,2010,LE:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,LE,2011,LE:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,LE,2012,LE:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,LE,2013,LE:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,NQ,2012,NQ:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,NQ,2014,NQ:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,RB,2010,RB:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,RB,2011,RB:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,RB,2012,RB:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,RB,2013,RB:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,RB,2014,RB:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,SI,2014,SI:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,UB,2010,UB:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,UB,2011,UB:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,UB,2012,UB:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,YM,2011,YM:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,YM,2012,YM:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,YM,2013,YM:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,YM,2014,YM:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZB,2010,ZB:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZB,2011,ZB:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZB,2012,ZB:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZC,2010,ZC:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZC,2014,ZC:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZF,2010,ZF:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZF,2011,ZF:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZF,2012,ZF:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZL,2012,ZL:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZL,2013,ZL:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZM,2011,ZM:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZM,2012,ZM:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZM,2013,ZM:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZM,2014,ZM:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZN,2010,ZN:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZN,2011,ZN:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZN,2012,ZN:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZS,2011,ZS:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZS,2013,ZS:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZT,2010,ZT:2010,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZT,2011,ZT:2011,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZT,2012,ZT:2012,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZT,2013,ZT:2013,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
data/dbn/status,status,phase1A_optional_enrichment,ZT,2014,ZT:2014,missing_pair,unexpected_missing,REPAIR_REQUIRED_BEFORE_CLEANUP,MANIFEST_POLICY_FIX_REQUIRED,cleanup_blocked_pending_manifest_policy_approval,"status DBN is optional enrichment in the Phase 1B lineage, but configs/data_manifest.yaml currently expects complete status coverage",reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory,"Approve a manifest policy change that marks status gaps optional/deferred, or approve a bounded status repair/download plan",true
