row_type,final_decision_class,schema,market,year,phase_script_likely_responsible,canonical_output_path,canonical_path,duplicate_path,likely_data_type,source_input_availability,expected_boundedness,repair_required_before_cleanup,explicit_deferral_safer,later_command_or_pattern,expected_inputs,expected_outputs,validation_command,stop_condition,overwrite_or_conflict_risk,validation_needed_before_future_action,explicit_approval_required_before_execution,cleanup_gate_remains_blocked,evidence
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,SR1,2021,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/SR1/2021.parquet,data/causally_gated_normalized/SR1/2021.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile sr1_2021_phase2_causal_repair --profile-config reports/phase_restart/sr1_2021_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/sr1_2021_phase2_readiness.json --readiness-md-out reports/phase_restart/sr1_2021_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/SR1/2021.parquet; reports/phase_restart/sr1_2021_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/SR1/2021.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/SR1/2021.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,SR1,2022,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/SR1/2022.parquet,data/causally_gated_normalized/SR1/2022.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile sr1_2022_phase2_causal_repair --profile-config reports/phase_restart/sr1_2022_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/sr1_2022_phase2_readiness.json --readiness-md-out reports/phase_restart/sr1_2022_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/SR1/2022.parquet; reports/phase_restart/sr1_2022_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/SR1/2022.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/SR1/2022.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,SR1,2023,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/SR1/2023.parquet,data/causally_gated_normalized/SR1/2023.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile sr1_2023_phase2_causal_repair --profile-config reports/phase_restart/sr1_2023_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/sr1_2023_phase2_readiness.json --readiness-md-out reports/phase_restart/sr1_2023_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/SR1/2023.parquet; reports/phase_restart/sr1_2023_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/SR1/2023.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/SR1/2023.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,SR1,2024,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/SR1/2024.parquet,data/causally_gated_normalized/SR1/2024.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile sr1_2024_phase2_causal_repair --profile-config reports/phase_restart/sr1_2024_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/sr1_2024_phase2_readiness.json --readiness-md-out reports/phase_restart/sr1_2024_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/SR1/2024.parquet; reports/phase_restart/sr1_2024_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/SR1/2024.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/SR1/2024.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,SR1,2025,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/SR1/2025.parquet,data/causally_gated_normalized/SR1/2025.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile sr1_2025_phase2_causal_repair --profile-config reports/phase_restart/sr1_2025_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/sr1_2025_phase2_readiness.json --readiness-md-out reports/phase_restart/sr1_2025_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/SR1/2025.parquet; reports/phase_restart/sr1_2025_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/SR1/2025.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/SR1/2025.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,SR1,2026,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/SR1/2026.parquet,data/causally_gated_normalized/SR1/2026.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile sr1_2026_phase2_causal_repair --profile-config reports/phase_restart/sr1_2026_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/sr1_2026_phase2_readiness.json --readiness-md-out reports/phase_restart/sr1_2026_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/SR1/2026.parquet; reports/phase_restart/sr1_2026_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/SR1/2026.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/SR1/2026.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2016,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2016.parquet,data/causally_gated_normalized/TN/2016.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2016_phase2_causal_repair --profile-config reports/phase_restart/tn_2016_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2016_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2016_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2016.parquet; reports/phase_restart/tn_2016_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2016.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2016.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2017,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2017.parquet,data/causally_gated_normalized/TN/2017.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2017_phase2_causal_repair --profile-config reports/phase_restart/tn_2017_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2017_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2017_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2017.parquet; reports/phase_restart/tn_2017_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2017.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2017.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2018,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2018.parquet,data/causally_gated_normalized/TN/2018.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2018_phase2_causal_repair --profile-config reports/phase_restart/tn_2018_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2018_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2018_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2018.parquet; reports/phase_restart/tn_2018_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2018.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2018.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2019,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2019.parquet,data/causally_gated_normalized/TN/2019.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2019_phase2_causal_repair --profile-config reports/phase_restart/tn_2019_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2019_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2019_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2019.parquet; reports/phase_restart/tn_2019_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2019.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2019.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2020,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2020.parquet,data/causally_gated_normalized/TN/2020.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2020_phase2_causal_repair --profile-config reports/phase_restart/tn_2020_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2020_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2020_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2020.parquet; reports/phase_restart/tn_2020_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2020.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2020.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2021,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2021.parquet,data/causally_gated_normalized/TN/2021.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2021_phase2_causal_repair --profile-config reports/phase_restart/tn_2021_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2021_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2021_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2021.parquet; reports/phase_restart/tn_2021_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2021.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2021.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2022,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2022.parquet,data/causally_gated_normalized/TN/2022.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2022_phase2_causal_repair --profile-config reports/phase_restart/tn_2022_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2022_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2022_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2022.parquet; reports/phase_restart/tn_2022_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2022.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2022.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2023,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2023.parquet,data/causally_gated_normalized/TN/2023.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2023_phase2_causal_repair --profile-config reports/phase_restart/tn_2023_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2023_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2023_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2023.parquet; reports/phase_restart/tn_2023_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2023.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2023.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2024,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2024.parquet,data/causally_gated_normalized/TN/2024.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2024_phase2_causal_repair --profile-config reports/phase_restart/tn_2024_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2024_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2024_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2024.parquet; reports/phase_restart/tn_2024_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2024.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2024.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2025,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2025.parquet,data/causally_gated_normalized/TN/2025.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2025_phase2_causal_repair --profile-config reports/phase_restart/tn_2025_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2025_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2025_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2025.parquet; reports/phase_restart/tn_2025_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2025.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2025.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
repair,APPROVE_BOUNDED_REPAIR_LATER,phase2_causal_base_parquet,TN,2026,scripts/phase2_causal_base/build_causal_base_data.py,data/causally_gated_normalized/TN/2026.parquet,data/causally_gated_normalized/TN/2026.parquet,,parquet canonical output,canonical raw parquet exists after completed Phase 1B repair evidence; confirm before execution; no redownload approved,"bounded to one market/year, existing canonical raw input, canonical causal output, no phase 3+, no cleanup, no rebuild, no redownload",true,false,"python -m scripts.phase2_causal_base.build_causal_base_data --profile tn_2026_phase2_causal_repair --profile-config reports/phase_restart/tn_2026_phase2_causal_repair.yaml --raw-root data/raw --output-root data/causally_gated_normalized --reports-root reports/phase_restart --readiness-only --readiness-json-out reports/phase_restart/tn_2026_phase2_readiness.json --readiness-md-out reports/phase_restart/tn_2026_phase2_readiness.md; after readiness PASS and separate execution approval, rerun same bounded profile without --readiness-only",data/raw/TN/2026.parquet; reports/phase_restart/tn_2026_phase2_causal_repair.yaml; configs/data_manifest.yaml,data/causally_gated_normalized/TN/2026.parquet; readiness report under reports/phase_restart before build; no output until approved execution run,readiness-only command above before build; after approved build run python scripts\audit_data_manifest.py and git status --short -- data,"stop now before Phase 2 execution; future bounded run stops when one approved causal parquet exists, manifest audit passes, and no unexpected data status appears",medium: approved bounded repair would write missing canonical causal output only; stop if output already exists or data status changes unexpectedly,Confirm data/raw/TN/2026.parquet exists; run readiness-only; after approved build validate manifest audit and data status.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_manifest/manifest_coverage_summary.md; reports/phase_restart/phase1b_raw_repair_progress.md; configs/data_manifest.yaml
